date,doc_id,mu,sigma,n_comps
2011-04-27,stmt-2011-04-27,47.03329709294977,1.872513453595613,22
2011-06-22,stmt-2011-06-22,44.69389067175712,1.8846496570799283,22
2011-11-02,stmt-2011-11-02,46.33399863689989,1.8773482685028173,22
2012-01-25,stmt-2012-01-25,45.056338424408665,1.917184444252976,21
2012-04-25,stmt-2012-04-25,45.36598098817493,1.9163664153773294,21
2012-06-20,stmt-2012-06-20,45.137810985992886,1.9171036727595565,21
2012-09-13,stmt-2012-09-13,45.150650759258156,1.8808604498265278,22
2012-12-12,stmt-2012-12-12,46.06873629351799,1.8770479125797537,22
2013-03-20,stmt-2013-03-20,47.47102334713757,1.9079225787840348,21
2013-06-19,stmt-2013-06-19,48.70252710880625,1.873079665213887,22
2013-09-18,stmt-2013-09-18,47.006016163059876,1.8707504975852882,22
2013-12-18,stmt-2013-12-18,46.07026745329282,1.9235230361077784,21
2014-03-19,stmt-2014-03-19,47.124548352805846,1.9183620980291596,21
2014-06-18,stmt-2014-06-18,49.00691541981228,1.9190251885407248,21
2014-09-17,stmt-2014-09-17,49.3036518685155,1.8722184184879862,22
2014-12-17,stmt-2014-12-17,49.554990654573174,1.8741613285280634,22
2015-03-18,stmt-2015-03-18,50.32353104400931,1.8693333441841689,22
2015-06-17,stmt-2015-06-17,48.86126680751675,1.8701755845838388,22
2015-09-17,stmt-2015-09-17,49.58549034583572,1.8720788853717072,22
2015-12-16,stmt-2015-12-16,52.05202488348344,1.8697011724111992,22
2016-03-16,stmt-2016-03-16,49.00303606349831,1.908759813496621,21
2016-06-15,stmt-2016-06-15,48.764179966926804,1.8714274125767938,22
2016-09-21,stmt-2016-09-21,50.84968628412608,1.8714317409062948,22
2016-12-14,stmt-2016-12-14,52.89568583280287,1.873486289652006,22
2017-03-15,stmt-2017-03-15,53.35527552578732,1.8733170986040988,22
2017-06-14,stmt-2017-06-14,52.07001179110678,1.9182419650414293,21
2017-09-20,stmt-2017-09-20,51.475971979528694,1.9219977609036487,21
2017-12-13,stmt-2017-12-13,53.34374389311271,1.8736382090851247,22
2018-03-21,stmt-2018-03-21,54.123429694896494,1.8741770076887037,22
2018-06-13,stmt-2018-06-13,53.85032223474085,1.8750866443289862,22
2018-09-26,stmt-2018-09-26,54.023507997968004,1.8688049368847919,22
2018-12-19,stmt-2018-12-19,52.9027557115617,1.8725357522443458,22
2019-01-30,stmt-2019-01-30,49.944438244371696,1.8778762951956869,22
2019-03-20,stmt-2019-03-20,50.42896103608059,1.8787744817530334,22
2019-05-01,stmt-2019-05-01,50.11161044889505,1.8739616116124538,22
2019-06-19,stmt-2019-06-19,46.49518797771309,1.869413485166775,22
2019-07-31,stmt-2019-07-31,45.88686170851453,1.9175640662884197,21
2019-09-18,stmt-2019-09-18,48.35273168464077,1.871274254674629,22
2019-10-30,stmt-2019-10-30,47.821146492917535,1.8747234863097253,22
2019-12-11,stmt-2019-12-11,48.857171896438274,1.872752038278863,22
2020-01-29,stmt-2020-01-29,48.03258079469763,1.8729815785359112,22
2020-03-03,stmt-2020-03-03,43.20963517498211,1.8901407683385387,22
2020-03-15,stmt-2020-03-15,43.34377078067034,1.9201849766053305,21
2020-04-29,stmt-2020-04-29,40.61120021717748,1.9169676914878013,22
2020-06-10,stmt-2020-06-10,39.79614194176828,1.9501902967367148,22
2020-07-29,stmt-2020-07-29,41.09477833350957,1.9104547745125977,22
2020-09-16,stmt-2020-09-16,40.09383892090213,1.9495008281685393,21
2020-11-05,stmt-2020-11-05,42.011890722785296,1.880935395126989,22
2020-12-16,stmt-2020-12-16,43.941769390281095,1.9040843149185975,22
2021-01-27,stmt-2021-01-27,42.90737128000673,1.8887874183949382,22
2021-03-17,stmt-2021-03-17,44.53531085981948,1.897859333609957,22
2021-04-28,stmt-2021-04-28,44.64259263908609,1.8950596245915023,22
2021-06-16,stmt-2021-06-16,46.807108417529825,1.8695159341185796,22
2021-07-28,stmt-2021-07-28,46.53426698901181,1.868792779027872,22
2021-09-22,stmt-2021-09-22,50.05358693410283,1.8900245199269334,21
2021-11-03,stmt-2021-11-03,50.93656941132569,1.8695013257974757,22
2021-12-15,stmt-2021-12-15,54.89259537542455,1.8757744148109219,22
2022-01-26,stmt-2022-01-26,56.10451353285354,1.9202527183014855,22
2022-03-16,stmt-2022-03-16,56.36278402911863,1.907851328916175,22
2022-05-04,stmt-2022-05-04,57.7051614475619,1.908540853331292,22
2022-06-15,stmt-2022-06-15,59.805961665008596,1.9273354841386563,22
2022-07-27,stmt-2022-07-27,59.74529839818362,1.9348655491628388,22
2022-09-21,stmt-2022-09-21,61.122774341612455,1.9571625065719815,22
