doc_id,date,mu,sigma,n_comps,filter_empty,passage_chars,quarter,mu_era_adj,percentile,percentile_era
stmt-2011-04-27,2011-04-27,48.38811313111249,1.7428155679831225,25,False,2018,2011Q2,50.97765157638365,44.21052631578947,88.42105263157895
stmt-2011-06-22,2011-06-22,46.38431232173704,1.7331164129254066,25,True,7424,2011Q2,48.9738507670082,28.421052631578945,13.684210526315791
stmt-2011-11-02,2011-11-02,47.062573582790954,1.735761167653877,25,True,8000,2011Q4,49.975751171695926,35.78947368421053,50.0
stmt-2012-01-25,2012-01-25,45.87441656052556,1.7725324302962093,24,True,8000,2012Q1,49.975751171695926,24.210526315789473,50.0
stmt-2012-04-25,2012-04-25,46.99031335741543,1.7705373994556912,24,True,4191,2012Q2,52.289009789989805,34.73684210526316,95.78947368421052
stmt-2012-06-20,2012-06-20,42.36379612082767,1.7319285585954276,26,False,2022,2012Q2,47.662492553402046,7.368421052631578,5.263157894736842
stmt-2012-09-13,2012-09-13,42.854603266600975,1.7879211777831439,25,True,8000,2012Q3,49.975751171695926,8.421052631578947,50.0
stmt-2012-12-12,2012-12-12,42.885051796091936,1.7669088225535248,26,True,8000,2012Q4,49.975751171695926,10.526315789473683,50.0
stmt-2013-03-20,2013-03-20,43.7974063342211,1.7670005030216358,25,True,8000,2013Q1,49.975751171695926,13.684210526315791,50.0
stmt-2013-06-19,2013-06-19,43.58016393384597,1.771376123578388,26,True,8000,2013Q2,49.975751171695926,12.631578947368421,50.0
stmt-2013-09-18,2013-09-18,44.13276775626858,1.7498956438176267,25,True,8000,2013Q3,49.975751171695926,14.736842105263156,50.0
stmt-2013-12-18,2013-12-18,47.85953276394878,1.7674319295063556,24,False,2069,2013Q4,49.975751171695926,40.0,50.0
stmt-2014-03-19,2014-03-19,45.9359360052901,1.7350970992177657,25,True,8000,2014Q1,49.975751171695926,25.263157894736842,50.0
stmt-2014-06-18,2014-06-18,46.366376550587454,1.7480101324321913,25,True,8000,2014Q2,49.975751171695926,27.368421052631582,50.0
stmt-2014-09-17,2014-09-17,46.735197939702736,1.7692348765991135,24,True,8000,2014Q3,49.975751171695926,30.526315789473685,50.0
stmt-2014-12-17,2014-12-17,45.545797880112715,1.761914053970581,24,True,8000,2014Q4,49.975751171695926,21.052631578947366,50.0
stmt-2015-03-18,2015-03-18,46.60315964260024,1.7361737965861086,25,True,8000,2015Q1,49.975751171695926,29.47368421052631,50.0
stmt-2015-06-17,2015-06-17,44.805508289468385,1.7045441413835671,26,True,8000,2015Q2,49.975751171695926,17.894736842105264,50.0
stmt-2015-09-17,2015-09-17,44.79965409121469,1.7501916116256993,25,True,8000,2015Q3,49.975751171695926,16.842105263157894,50.0
stmt-2015-12-16,2015-12-16,47.69452590121105,1.7352762777025226,25,False,2114,2015Q4,49.975751171695926,37.89473684210527,50.0
stmt-2016-03-16,2016-03-16,47.93661691586113,1.7251597091259425,25,True,8000,2016Q1,49.975751171695926,41.05263157894737,50.0
stmt-2016-06-15,2016-06-15,49.25468660636606,1.7475807698515857,25,False,1941,2016Q2,49.975751171695926,48.421052631578945,50.0
stmt-2016-09-21,2016-09-21,48.56259513274279,1.7322188145845085,25,False,4154,2016Q3,49.975751171695926,45.26315789473684,50.0
stmt-2016-12-14,2016-12-14,50.70238243826235,1.7377736209426602,25,True,6658,2016Q4,49.975751171695926,57.89473684210527,50.0
stmt-2017-03-15,2017-03-15,50.447235322857715,1.7387789061371548,25,True,6881,2017Q1,49.975751171695926,56.84210526315789,50.0
stmt-2017-06-14,2017-06-14,50.01346108245798,1.7299550193152244,25,True,8000,2017Q2,49.975751171695926,53.68421052631579,50.0
stmt-2017-09-20,2017-09-20,48.194026865811196,1.7364352563147116,25,True,8000,2017Q3,49.975751171695926,43.15789473684211,50.0
stmt-2017-12-13,2017-12-13,49.2770355696011,1.757409083243235,24,True,7976,2017Q4,49.975751171695926,49.473684210526315,50.0
stmt-2018-03-21,2018-03-21,50.895888397574225,1.7372222506286548,25,True,5832,2018Q1,49.975751171695926,58.94736842105262,50.0
stmt-2018-06-13,2018-06-13,51.25575511204157,1.7342759777871706,25,True,8000,2018Q2,49.975751171695926,61.05263157894737,50.0
stmt-2018-09-26,2018-09-26,51.64447694484488,1.7620815064204756,24,False,2045,2018Q3,49.975751171695926,64.21052631578948,50.0
