doc_id,date,mu,sigma,n_comps,filter_empty,passage_chars,quarter,mu_era_adj,percentile,percentile_era
stmt-2011-04-27,2011-04-27,57.33565924127083,1.932924957894242,21,False,4130,2011Q2,52.054378786227886,96.84210526315789,93.6842105263158
stmt-2011-06-22,2011-06-22,53.2240091020532,1.9247879960151648,21,False,3720,2011Q2,47.942728647010256,73.68421052631578,7.368421052631578
stmt-2011-11-02,2011-11-02,53.333822346492404,1.9707309558274186,20,False,3907,2011Q4,49.99855371661907,75.78947368421053,51.05263157894737
stmt-2012-01-25,2012-01-25,47.80935604173736,1.973923908315411,20,False,1969,2012Q1,49.99855371661907,31.57894736842105,51.05263157894737
stmt-2012-04-25,2012-04-25,54.64785787226916,1.9267245946414735,21,False,1944,2012Q2,53.08757309552717,85.26315789473684,97.89473684210527
stmt-2012-06-20,2012-06-20,48.46981911445296,1.921945144029638,21,False,2022,2012Q2,46.90953433771097,38.94736842105263,3.1578947368421053
stmt-2012-09-13,2012-09-13,51.30822740939999,1.9671827763882306,20,False,1340,2012Q3,49.99855371661907,61.05263157894737,51.05263157894737
stmt-2012-12-12,2012-12-12,54.971054187866805,1.9312332670177244,21,False,5734,2012Q4,49.99855371661907,87.36842105263159,51.05263157894737
stmt-2013-03-20,2013-03-20,53.31183157349726,1.9744043959323014,20,False,1740,2013Q1,49.99855371661907,74.73684210526315,51.05263157894737
stmt-2013-06-19,2013-06-19,51.60647684081927,1.920960392137127,21,False,1835,2013Q2,49.99855371661907,63.1578947368421,51.05263157894737
stmt-2013-09-18,2013-09-18,52.74565448420543,1.932784967588555,21,False,1939,2013Q3,49.99855371661907,69.47368421052632,51.05263157894737
stmt-2013-12-18,2013-12-18,48.19399047760597,1.9220816182521556,21,True,8000,2013Q4,49.99855371661907,36.84210526315789,51.05263157894737
stmt-2014-03-19,2014-03-19,49.193688618137074,1.9211860328913026,21,True,8000,2014Q1,49.99855371661907,46.31578947368421,51.05263157894737
stmt-2014-06-18,2014-06-18,50.138223985588425,1.923466942929731,21,True,8000,2014Q2,49.99855371661907,52.63157894736842,51.05263157894737
stmt-2014-09-17,2014-09-17,50.315075360281455,1.9223244730954914,21,True,8000,2014Q3,49.99855371661907,54.736842105263165,51.05263157894737
stmt-2014-12-17,2014-12-17,55.164357762102654,1.9528244693639571,20,False,4132,2014Q4,49.99855371661907,90.52631578947368,51.05263157894737
stmt-2015-03-18,2015-03-18,55.004243974402435,1.9301234172324424,21,False,3960,2015Q1,49.99855371661907,89.47368421052632,51.05263157894737
stmt-2015-06-17,2015-06-17,53.15861012250518,1.9229426671211378,21,False,6112,2015Q2,49.99855371661907,72.63157894736842,51.05263157894737
stmt-2015-09-17,2015-09-17,54.62959072030549,1.9257917539594165,21,False,8000,2015Q3,49.99855371661907,84.21052631578947,51.05263157894737
stmt-2015-12-16,2015-12-16,56.962590654011656,1.9333610433636128,21,False,4127,2015Q4,49.99855371661907,94.73684210526315,51.05263157894737
stmt-2016-03-16,2016-03-16,52.933409655119675,1.9205764725229157,21,False,4090,2016Q1,49.99855371661907,71.57894736842105,51.05263157894737
stmt-2016-06-15,2016-06-15,52.55090964488957,1.9241433359719466,21,False,2056,2016Q2,49.99855371661907,68.42105263157895,51.05263157894737
stmt-2016-09-21,2016-09-21,52.828833783037325,1.922396077431121,21,False,1942,2016Q3,49.99855371661907,70.52631578947368,51.05263157894737
stmt-2016-12-14,2016-12-14,52.52211028751169,1.947291066091151,20,False,1936,2016Q4,49.99855371661907,67.36842105263158,51.05263157894737
